Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Ijiwaru Shinaide (Perfect Illusions),6.99,757,8798,10357,"1,592",1,2,11,Finished,Not available,"['Comedy', 'Romance']",[],"Aoki, Kotomi (Story & Art)",0,"[0, 0, 0]"
Shin Megami Tensei Devil Children,6.99,156,8799,20729,542,4,5,26,Finished,"Mar  6, 2001 to ?","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],"Fujii, Hideaki (Story & Art), Atlus (Story)",0,"[0, 0, 0]"
Tamago no Kimi,6.99,765,8800,9292,"1,828",7,4,24,Finished,"Apr  18, 2005 to Jan  18, 2007","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",[],"Sumiyoshi, Yukiko (Story & Art)",0,"[0, 0, 0]"
Secrecy,6.99,116,8801,30091,247,1,2,6,Finished,1996 to ?,"['Boys Love', 'Drama', 'Romance']",[],"Haruno, Mami (Story & Art)",0,"[0, 0, 0]"
Jewelry★Eyes,6.99,623,8802,13194,"1,130",1,1,4,Finished,"Feb  15, 2006",[],[],"Kurahashi, Erika (Story & Art)",0,"[0, 0, 0]"
Maiwai,6.99,139,8803,17087,756,7,11,119,Finished,2002 to Mar  2008,[],[],"Mochizuki, Minetaro (Story & Art)",1,"[1, 0, 0]"
Dousei Recipe,6.99,1245,8804,5481,"3,446",8,8,64,Finished,"Apr  15, 2005 to May  7, 2010","['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",[],"Oshima, Towa (Story & Art)",3,"[1, 0, 2]"
Ping,6.99,2329,8805,4121,"4,751",10,5,30,Finished,2007,"['Action', 'Ecchi']","['Martial Arts', 'School']","Lee, Jong-Kyu (Story), Kim, Youn-Kyung (Art)",2,"[2, 0, 0]"
Koi Tsukiyo no Himegoto,6.99,920,8806,8725,"1,981",3,1,5,Finished,"Aug  13, 2007 to Nov  13, 2007","['Drama', 'Romance']",[],Taamo (Story & Art),0,"[0, 0, 0]"
Marginal,6.99,358,8807,11195,"1,424",8,5,24,Finished,Aug  1985 to Oct  1987,"['Boys Love', 'Drama', 'Fantasy', 'Sci-Fi']",[],"Hagio, Moto (Story & Art)",2,"[1, 1, 0]"
Dragon Zakura,6.99,262,8808,14517,985,4,21,193,Finished,2003 to Jun  2007,"['Award Winning', 'Drama', 'Slice of Life']",[],"Mita, Norifusa (Story & Art)",0,"[0, 0, 0]"
Slayers Light Magic,6.99,300,8809,16208,825,4,2,9,Finished,"Jul  26, 2008 to Apr  26, 2009","['Adventure', 'Comedy', 'Fantasy']",[],"Sasaki, Shin (Art)",0,"[0, 0, 0]"
Koi Koi Country Road (Love Love Country Road),6.99,166,8810,21098,524,0,1,5,Finished,2006,"['Romance', 'Slice of Life']",[],"Fujisawa, Shizuki (Story & Art)",0,"[0, 0, 0]"
18 Diary,6.99,1272,8811,7644,"2,345",4,1,3,Finished,"May  13, 2003 to Aug  11, 2003",[],[],"Akira, Shouko (Story & Art)",1,"[1, 0, 0]"
Kimi wa Boku no Taiyou,6.99,926,8812,10192,"1,627",3,Unknown,1,Finished,"Dec  8, 2008",[],[],"Yumeka, Sumomo (Story & Art)",1,"[1, 0, 0]"
Become Habituated to Kiss,6.99,981,8813,5856,"3,198",11,15,75,Finished,2008 to ?,"['Comedy', 'Romance']",[],"Hwang, Mi Ri (Story & Art)",2,"[1, 1, 0]"
Noel la Neige (Christmas Snow),6.99,483,8814,15385,900,5,Unknown,1,Finished,"Aug  18, 2008",[],[],Sichol=bell (Story & Art),1,"[0, 1, 0]"
Cheers!,6.99,297,8815,10688,"1,522",16,Unknown,Unknown,Publishing,"Nov  29, 2003 to ?","['Comedy', 'Romance', 'Ecchi']",[],"Nishinaka, Charlie (Story & Art)",0,"[0, 0, 0]"
Chiisai Hitsuji wa Yume wo Miru (A Small Sheep Dreams),6.99,504,8816,15321,906,1,1,4,Finished,2006,[],[],"Iketani, Rikako (Story & Art)",0,"[0, 0, 0]"
Tears to Tiara: Kakan no Daichi,6.99,117,8817,18932,639,3,3,15,Finished,2009 to  2010,"['Action', 'Adventure', 'Fantasy']",[],Shirotsumekusa (Story & Art),0,"[0, 0, 0]"
Ibitsu,6.99,23356,8818,347,"45,963",820,2,15,Finished,"Oct  2, 2009 to Jun  4, 2010",[],[],"Ryou, Haruto (Story & Art)",55,"[34, 13, 8]"
Maroushinshi B.T. (Cool Shock Old B.T.),6.99,292,8860,20050,577,1,Unknown,1,Finished,"Oct  19, 2021","['Adventure', 'Mystery']",[],"NISIO, ISIN (Story), Demizu, Posuka (Art)",1,"[1, 0, 0]"
Shin Elf-san wa Yaserarenai. (Plus-Sized Elf: Second Helping!),6.98,204,8875,12462,"1,232",4,Unknown,Unknown,Publishing,"Nov  19, 2021 to ?","['Comedy', 'Fantasy', 'Ecchi']",[],Synecdoche (Story & Art),0,"[0, 0, 0]"
Re Cervin,6.99,247,8861,9027,"1,892",2,Unknown,Unknown,Publishing,"Jan  8, 2022 to ?",[],[],"Hamada, Kousuke (Story & Art)",0,"[0, 0, 0]"
The Divine Twilight's Return,6.99,1387,8862,3832,"5,118",12,Unknown,Unknown,Publishing,"Nov  29, 2021 to ?","['Action', 'Adventure', 'Fantasy']",[],"Yang, Kyung-il (Art), Sadoyeon (Story)",0,"[0, 0, 0]"
Ore no Kiss dake Oboete yo,6.99,168,8863,24399,395,0,1,8,Finished,"Nov  23, 2021 to Jun  14, 2022",[],[],"Saida, Chihiro (Story & Art)",1,"[0, 1, 0]"
The Taming of the Tyrant,6.99,828,8864,5508,"3,432",13,Unknown,Unknown,Publishing,"Jan  16, 2021 to ?","['Drama', 'Fantasy']",[],"Yusoy (Story), Melting (Art)",3,"[2, 0, 1]"
Lady Evony,6.99,327,8865,10873,"1,483",4,Unknown,Unknown,Publishing,"Sep  30, 2019 to ?","['Drama', 'Fantasy']",[],"Jaya (Story), Neida (Art)",0,"[0, 0, 0]"
Fist Demon of Mount Hua,6.99,395,8868,10935,"1,471",2,Unknown,Unknown,Publishing,"Feb  10, 2021 to ?","['Action', 'Adventure', 'Fantasy']",[],"Woogack (Story), Jin, Seongyu (Art)",0,"[0, 0, 0]"
Enrolling in the Transcendent Academy,6.99,708,8869,6599,"2,799",9,Unknown,Unknown,Publishing,"Jul  7, 2022 to ?","['Action', 'Fantasy']",[],"Dupachitapa (Story), Kkyujeanne (Art)",1,"[0, 1, 0]"
Tank Chair,6.99,134,8870,16974,765,0,Unknown,Unknown,Publishing,"Jul  2, 2021 to ?",[],"['Gore', 'Super Power']","Yashiro, Manabu (Story & Art)",0,"[0, 0, 0]"
The Perfect Hybrid,6.99,754,8871,6619,"2,788",5,Unknown,Unknown,Publishing,"Aug  3, 2022 to ?","['Action', 'Fantasy']",[],"Soul Pung (Story), Clover (Art)",0,"[0, 0, 0]"
7-nin no Nemurihime (Seven Sleeping Beauties),6.98,154,8884,18268,679,6,Unknown,Unknown,Publishing,"Mar  25, 2023 to ?","['Fantasy', 'Romance']",[],"Fiok, Lee (Story & Art)",1,"[0, 0, 1]"
The 31st Piece Turns the Tables,7.00,165,8698,16041,840,0,Unknown,Unknown,Publishing,"Jul  14, 2023 to ?","['Action', 'Adventure', 'Fantasy']",[],"Wang, Mochi (Story), Kalma (Art)",1,"[0, 1, 0]"
Yamanai Fukou no Owarasekata (How to Stop the Never Ending Unhappiness),6.98,139,8873,25237,368,4,1,6,Finished,"Aug  7, 2019 to Jun  5, 2020",[],[],"Takagi, Shigeyoshi (Story & Art)",0,"[0, 0, 0]"
Nitamono Doushi no (Like Two Peas in a Pod),6.98,396,8874,16515,801,3,1,5,Finished,"Oct  15, 2019 to Feb  15, 2020",[],[],"Kanbe, Gorou (Story & Art)",1,"[1, 0, 0]"
Kagaku-bu no Megane,6.98,101,8876,33358,193,4,1,8,Finished,"Oct  27, 2014 to Jun  25, 2016",[],[],"Noda, Ayako (Story & Art)",0,"[0, 0, 0]"
Koigakubo-kun ni Hajimete wo Ubawaremashita (Koigakubo-kun Stole My First Time),6.98,159,8877,14404,997,6,Unknown,Unknown,Publishing,"Mar  30, 2021 to ?","['Comedy', 'Romance']",[],"Miasa, Rin (Story & Art)",0,"[0, 0, 0]"
Soul Cartel,6.98,211,8878,21220,518,2,Unknown,223,Finished,"Jan  12, 2012 to Apr  13, 2016","['Action', 'Fantasy']",[],"Jiya (Art), Haram (Story)",0,"[0, 0, 0]"
My Fair Footman,6.98,406,8880,13515,"1,094",4,Unknown,102,Finished,"Dec  11, 2018 to Jan  27, 2021",[],[],"Lee, Jaa (Story), Ggory (Art)",0,"[0, 0, 0]"
The Wicked Little Princess,6.97,411,9036,9868,"1,704",3,Unknown,Unknown,Publishing,"Jun  17, 2021 to ?",[],[],"Cha, Sohee (Story), Hwasom (Art), Chouchou (Art)",1,"[0, 1, 0]"
The Heiress's Double Life,6.99,296,8866,10950,"1,468",2,Unknown,Unknown,Publishing,"Oct  14, 2021 to ?","['Fantasy', 'Romance']","['Isekai', 'Reincarnation']","Go, Eunchae (Story), Ssangpil (Art)",0,"[0, 0, 0]"
Is This Hero for Real?,6.99,1845,8867,3251,"6,104",34,Unknown,Unknown,Publishing,"Feb  19, 2022 to ?","['Action', 'Fantasy']",[],"Parnar (Story), Ppayong (Art)",0,"[0, 0, 0]"
Raou-kun wa Watashi ni Kamau,6.98,147,8881,16759,784,5,2,17,Finished,"Jul  17, 2021 to Feb  12, 2022","['Comedy', 'Romance']",[],Pink-ge (Story & Art),0,"[0, 0, 0]"
Boku to Jinginaki Ojisan (Me and My Gangster Neighbour),6.98,434,8882,14055,"1,037",2,4,34,Finished,"Dec  3, 2022 to Oct  21, 2023",[],[],"Momose, Wataru (Story & Art)",0,"[0, 0, 0]"
Boku no Dokuhime wa Kyou mo Kawaii (My Poison Princess Is Still Cute),6.98,255,8883,15799,861,2,3,32,Finished,"Jan  25, 2022 to May  25, 2023","['Comedy', 'Fantasy', 'Romance']",[],"Sakutake, Chihiro (Story & Art)",1,"[0, 1, 0]"
Beat & Motion,6.97,1263,9040,4438,"4,342",21,Unknown,Unknown,Publishing,"Feb  25, 2023 to ?",[],"['Music', 'Otaku Culture']","Fujita, Naoki (Story & Art)",5,"[4, 0, 1]"
Uchuujin no Kakushigoto,6.98,245,8885,12490,"1,228",2,Unknown,Unknown,Publishing,"Sep  3, 2023 to ?","['Romance', 'Supernatural', 'Suspense']","['Gore', 'School']",Hamita (Story & Art),1,"[0, 1, 0]"
Brothers Conflict 2nd Season,6.98,143,8941,14663,967,8,5,Unknown,Finished,"Jan  22, 2013 to Dec  21, 2013",[],[],"Udajo (Art), Kanase, Atsuko (Story)",0,"[0, 0, 0]"
"Sugar Girl, Sugar Doll",6.98,587,8942,10286,"1,606",1,2,12,Finished,"Oct  22, 2012 to Jul  22, 2013",[],[],"Enoki, Rika (Story & Art)",0,"[0, 0, 0]"
Brothers Conflict: Puru Puru,6.98,157,8943,20020,579,3,2,Unknown,Finished,"Sep  22, 2012 to Aug  22, 2013",[],[],"Cotorino, Deathco (Story & Art), Kanase, Atsuko (Story)",0,"[0, 0, 0]"
AFO-Guard,6.98,673,8944,8921,"1,919",11,5,50,Finished,"Aug  1, 2013 to Aug  6, 2015","['Comedy', 'Romance']","['Gag Humor', 'School']",mikimaki (Story & Art),1,"[1, 0, 0]"
Shinkaigyo no Anko-san (Anko-san of the Deep-sea Fish),6.98,908,8945,6466,"2,867",29,4,27,Finished,"Nov  21, 2012 to Aug  12, 2015","['Comedy', 'Fantasy']",[],Inuinu (Story & Art),2,"[2, 0, 0]"
Bokura no Yukue wa,6.98,815,8946,8820,"1,949",0,1,4,Finished,"Sep  1, 2010 to Aug  20, 2013","['Romance', 'Slice of Life']",[],"Watanabe, Kana (Story & Art)",0,"[0, 0, 0]"
Kikimimi Zukan,6.98,571,8947,11096,"1,439",7,1,9,Finished,"Apr  12, 2008 to Nov  12, 2008",[],[],"Miyata, Kouji (Story & Art)",2,"[2, 0, 0]"
Log Horizon: Nyanta Hanchou Shiawase no Recipe,6.98,108,8948,16062,837,3,6,42,Finished,"Dec  21, 2012 to Mar  31, 2018",[],[],"Touno, Mamare (Story), Souchuu (Story & Art)",0,"[0, 0, 0]"
Hatsukoi Chronicle,6.98,435,8949,16764,784,1,Unknown,1,Finished,"Oct  10, 2013",[],[],"Machimura, Nils (Story & Art)",0,"[0, 0, 0]"
Hachimitsu to Clover Spin-off,7.00,140,8671,19475,608,1,Unknown,2,Finished,"Nov  28, 2006 to Jan  28, 2008","['Romance', 'Slice of Life']",[],"Umino, Chica (Story & Art)",1,"[1, 0, 0]"
Ginban Kishi (Knight of the Ice),6.98,255,8950,11885,"1,308",5,11,56,Finished,"Sep  25, 2012 to Jun  24, 2017","['Romance', 'Sports']",[],"Ogawa, Yayoi (Story & Art)",0,"[0, 0, 0]"
Acma:Game,6.98,357,8951,10131,"1,643",8,22,198,Finished,"Apr  10, 2013 to Mar  8, 2017","['Action', 'Supernatural']","['Psychological', 'School']","Megumi, Kouji (Art), Meeb (Story)",1,"[1, 0, 0]"
Philosophia,6.98,2108,8952,4221,"4,596",47,1,6,Finished,"Dec  30, 2010 to Dec  30, 2012","['Girls Love', 'Slice of Life']",[],"Amano, Shuninta (Story & Art)",3,"[3, 0, 0]"
World Customize Creator,6.98,195,8953,14656,968,5,5,Unknown,Finished,"Jul  24, 2012 to Jul  25, 2013","['Action', 'Fantasy']",[],"Hero, Tennki (Story), Kyouka, Hatori (Art)",0,"[0, 0, 0]"
Tale of  (Fairy Tail: Ice Trail),6.98,6887,8954,1309,"14,262",64,2,15,Finished,"Jul  16, 2014 to Jul  17, 2015","['Action', 'Fantasy']",[],"Shirato, Yuusuke (Story & Art)",0,"[0, 0, 0]"
Mahou Shoujo Ikusei Keikaku (Magical Girl Raising Project),6.98,653,8955,8078,"2,192",25,2,11,Finished,"Sep  26, 2014 to Oct  26, 2015","['Action', 'Fantasy', 'Supernatural', 'Suspense']","['Mahou Shoujo', 'Survival']","Edoya, Pochi (Art), Endou, Asari (Story)",2,"[1, 1, 0]"
Persona 2: Innocent Sin Comic Anthology,6.98,110,8956,22552,461,8,1,14,Finished,"Jul  5, 2011","['Comedy', 'Supernatural']",[],"Kari, Erika (Story & Art), Itsuki, Makoto (Story & Art), Katou, Michiru (Story & Art), Shiroishi, Kotoni (Story & Art), Arikawa, Kinu (Story & Art), Iwai, Tomo (Story & Art)",0,"[0, 0, 0]"
Kagehinata,6.98,102,8957,22488,464,1,Unknown,6,Finished,"Nov  5, 2013 to Feb  20, 2014","['Comedy', 'Romance', 'Slice of Life']",[],"Takeuchi, Ayaka (Story), Satonaka, Mika (Art)",0,"[0, 0, 0]"
Alice in Junk Box (Alice in the Country of Hearts: Junk Box Stories),6.98,205,8958,17069,758,8,1,13,Finished,"Mar  22, 2014",[],[],"Fujimaru, Mamenosuke (Story & Art)",1,"[0, 1, 0]"
Otokonoko ni wa Himitsu ga Aru (A Boy Has a Secret.),6.98,163,8959,19293,618,2,2,8,Finished,"May  24, 2013 to Aug  9, 2014","['Drama', 'Romance']",[],"Kaoruhara, Yoshie (Story & Art)",0,"[0, 0, 0]"
Hatsune Miku no Shoushitsu (The Disappearance of Hatsune Miku),6.98,210,8960,17133,753,23,1,Unknown,Finished,"Jul  20, 2012",[],[],"Yuunagi (Art), Aga, Miyuya (Story)",4,"[1, 0, 3]"
Pet,6.98,160,8961,12891,"1,167",10,5,55,Finished,"Jul  29, 2002 to Oct  27, 2003",[],[],"Miyake, Ranjou (Story & Art)",0,"[0, 0, 0]"
Love Rerun,6.98,497,8962,11041,"1,448",6,2,10,Finished,"Jun  25, 2014 to Nov  25, 2015","['Romance', 'Slice of Life']",[],"Amasawa, Aki (Story & Art)",1,"[1, 0, 0]"
Chicha Koi Nikki (A Little Love Story),6.98,212,8963,17569,723,4,2,14,Finished,"May  25, 2013 to Jun  25, 2014","['Drama', 'Romance', 'Slice of Life']",[],"Sawa, Misono (Story & Art)",0,"[0, 0, 0]"
Shenyin Wangzuo,6.98,533,8930,9152,"1,863",22,Unknown,Unknown,Publishing,Oct  2012 to ?,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']",[],"Tang Jia San Shao (Story), Dr. Daji (Art), Sariel (Art)",1,"[1, 0, 0]"
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen (Our Last Crusade or the Rise of a New World)",6.98,1773,8931,2860,"6,865",51,7,43,Finished,"May  11, 2018 to Mar  12, 2021","['Action', 'Fantasy', 'Romance']",[],"okama (Art), Sazane, Kei (Story)",2,"[0, 1, 1]"
Haritoge Clemmie to Ou no Ie (Hedgehog in the King's House),6.98,335,8932,15661,874,7,3,30,Finished,"Aug  28, 2016 to Nov  28, 2018","['Slice of Life', 'Supernatural']",[],Yuine (Story & Art),0,"[0, 0, 0]"
"Kuuki ga ""Yomeru"" Shinnyuu Shain to Buaisou na Senpai",6.97,451,9015,8790,"1,959",3,Unknown,Unknown,Publishing,"Apr  17, 2020 to ?","['Comedy', 'Romance', 'Slice of Life']",[],"Torihara, Shuu (Story & Art)",1,"[1, 0, 0]"
Feng Ni Tianxia (Phoenix Goes Against the World),6.98,229,8933,15753,866,14,Unknown,Unknown,Publishing,"Mar  15, 2015 to ?","['Action', 'Adventure', 'Fantasy', 'Romance']",[],"Lu Fei (Story), Juzicha (Art)",0,"[0, 0, 0]"
HG ni Koisuru Futari,6.98,228,8934,13851,"1,057",9,Unknown,Unknown,Publishing,"Nov  26, 2019 to ?","['Comedy', 'Slice of Life']",[],"Kudou, Makoto (Story & Art)",0,"[0, 0, 0]"
"Yoku Wakaranai keredo Isekai ni Tensei shiteita you desu (Not sure, but it looks like I got reincarnated in another world.)",6.98,129,8935,18103,689,7,Unknown,Unknown,Publishing,"Jan  31, 2019 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","Ashi (Story), Kaomin (Art)",0,"[0, 0, 0]"
Siscon Ani to Brocon Imouto ga Fuufu ni Nattara Shiawase Sugite Bakuhatsu Shisou (Brother Complex & Sister Complex After Story),6.98,238,8936,22333,471,4,1,Unknown,Finished,"May  4, 2020",[],[],"Hano, Haruka (Story & Art)",1,"[1, 0, 0]"
The Sweetest Man,6.98,157,8937,20141,572,5,11,Unknown,Finished,"May  12, 2015 to Mar  20, 2020","['Boys Love', 'Supernatural']",[],Haejin (Story & Art),0,"[0, 0, 0]"
Gal no Haigo ni Rei ga Iru (The Ghost Is Behind the Gal.),6.98,309,8938,11466,"1,379",6,5,80,Finished,"Nov  5, 2020 to Apr  28, 2022","['Comedy', 'Slice of Life', 'Supernatural']",[],"Hashimoto, Kurara (Story & Art)",0,"[0, 0, 0]"
Arashi-kun no Dakimakura (Arashi-kun's Dakimakura),6.98,371,8939,8531,"2,040",9,Unknown,Unknown,Publishing,"Mar  13, 2020 to ?","['Romance', 'Slice of Life']",[],"Watanabe, Ayu (Story & Art)",1,"[0, 0, 1]"
Casino-gui,6.98,126,8940,18505,664,1,5,50,Finished,"Dec  27, 2019 to Apr  2, 2021",[],[],"Yoshida, Shirou (Art), Nozaki, Hanaichi (Story)",0,"[0, 0, 0]"
Elf Tensei kara no Cheat Kenkokuki,6.98,156,8988,13956,"1,046",0,5,84,Finished,"Jul  29, 2015 to Dec  28, 2016","['Action', 'Adventure', 'Fantasy', 'Romance']",[],"GUNP (Art), Tsukiyo, Rui (Story)",1,"[1, 0, 0]"
Keppeki Danshi! Aoyama-kun (Cleanliness Boy! Aoyama-kun),6.98,475,8989,5741,"3,265",21,13,113,Finished,"May  20, 2014 to Jan  4, 2018","['Comedy', 'Sports']","['Gag Humor', 'Team Sports']","Sakamoto, Taku (Story & Art)",0,"[0, 0, 0]"
Unbalance x3,6.98,1827,8990,3108,"6,332",54,Unknown,Unknown,Publishing,"Sep  1, 2015 to ?","['Drama', 'Romance', 'Ecchi']",[],"Im, Dal Young (Story), Lee, Soo Hyun (Art)",3,"[3, 0, 0]"
Onna Doushi de Kodomo wo Umukoto ni Shimashita,6.98,145,8991,23319,432,0,1,14,Finished,"Apr  21, 2016","['Girls Love', 'Slice of Life']",[],"Sugiyama, Emiko (Art), Higashi, Koyuki (Story), Masuhara, Hiroko (Story)",0,"[0, 0, 0]"
Futaribocchi Sensou (War for Just the Two of Us),6.98,352,8992,11748,"1,330",12,3,11,Finished,"Jun  2, 2017 to Apr  4, 2018","['Action', 'Sci-Fi']",[],"Hijihara, Erubo (Story & Art)",0,"[0, 0, 0]"
Zombie Powder.,6.98,7398,8886,1168,"15,484",250,4,30,Finished,"Jul  19, 1999 to Feb  15, 2000","['Action', 'Comedy', 'Supernatural']",[],"Kubo, Tite (Story & Art)",15,"[10, 5, 0]"
Boys Be... 2nd Season (Boys Be II),6.98,152,8887,21289,515,1,20,157,Finished,"Nov  6, 1996 to Feb  23, 2000","['Comedy', 'Drama', 'Romance']",[],"Tamakoshi, Hiroyuki (Art), Itabashi, Masahiro (Story)",0,"[0, 0, 0]"
Zig☆Zag,6.98,297,8888,14902,945,11,9,44,Finished,"Sep  24, 2004 to Sep  24, 2008","['Comedy', 'Drama', 'Romance']",[],"Nakaji, Yuki (Story & Art)",0,"[0, 0, 0]"
Sakura Taisen (Sakura Wars),6.98,751,8889,8269,"2,126",25,9,29,Finished,"Jun  26, 2002 to Dec  26, 2008","['Action', 'Romance', 'Supernatural']",[],"Hiroi, Ouji (Story), Masa, Ikkyu (Art), Fujishima, Kousuke (Story), Masa, Ikku (Art)",2,"[1, 1, 0]"
Fukai Nemuri no Hana (Flower of the Deep Sleep),6.98,564,8890,12414,"1,239",14,2,10,Finished,"Jan  17, 2003 to Aug  11, 2003","['Drama', 'Mystery', 'Supernatural']",[],"Kazumi, Yuana (Story & Art)",1,"[1, 0, 0]"
Watashi no Suki na Hito (The One I Love),6.98,2099,8891,4485,"4,297",10,1,12,Finished,"Nov  16, 1993 to May  16, 1995","['Romance', 'Slice of Life']",[],CLAMP (Story & Art),2,"[2, 0, 0]"
Dear Boys,6.98,338,8892,11494,"1,374",17,23,92,Finished,"Jun  6, 1989 to Jan  6, 1997",[],"['School', 'Team Sports']","Yagami, Hiroki (Story & Art)",0,"[0, 0, 0]"
Shanghai Youma Kikai,6.98,862,8893,8609,"2,017",6,Unknown,4,Finished,"Apr  12, 2000 to Apr  12, 2006","['Action', 'Comedy', 'Supernatural']",[],"Arakawa, Hiromu (Story & Art)",1,"[1, 0, 0]"
CUTE X GUY,6.98,1092,8894,6961,"2,624",12,4,15,Finished,Not available,"['Comedy', 'Romance']","['Magical Sex Shift', 'School']","Tateno, Makoto (Story & Art)",2,"[1, 0, 1]"
Subete ni Iya Girl (The Hating Girl),6.98,1010,8895,7398,"2,447",11,5,86,Finished,Jul  2000 to  2002,"['Comedy', 'Romance']",[],"Rokunishi, Koji (Story & Art)",2,"[2, 0, 0]"
Bikou Root,6.98,595,8896,13361,"1,110",0,1,4,Finished,1999,[],[],"Takanashi, Mitsuba (Story & Art)",0,"[0, 0, 0]"
Kidou Butouden G Gundam (Mobile Fighter G Gundam),6.98,289,8897,17531,725,6,3,13,Finished,"Apr  15, 1994 to Apr  15, 1995","['Action', 'Sci-Fi']","['Mecha', 'Space']","Tokita, Kouichi (Story & Art)",0,"[0, 0, 0]"
"Baby, Star",6.98,594,8898,12901,"1,165",1,1,4,Finished,2003,[],[],"Sakurakouji, Kanoko (Story & Art)",0,"[0, 0, 0]"
Tomodachi kara Yoroshiku desu!,6.98,648,8899,12807,"1,180",2,Unknown,1,Finished,2005,"['Comedy', 'Romance', 'Supernatural']",[],"Harada, Taeko (Story & Art)",1,"[0, 0, 1]"
The Antique Gift Shop,6.98,126,8900,21963,487,4,10,16,Finished,2004,"['Drama', 'Fantasy']",[],"Lee, Eun (Story)",0,"[0, 0, 0]"
Mail,6.98,892,8901,6059,"3,073",33,3,18,Finished,"Feb  10, 1999 to Jan  26, 2005","['Drama', 'Horror', 'Supernatural']",[],"Yamazaki, Housui (Story & Art)",3,"[2, 0, 1]"
Mizutama Fabric,6.98,531,8902,12705,"1,194",0,1,4,Finished,"Dec  10, 2002 to Oct  10, 2006",[],[],"Hayashi, Mikase (Story & Art)",0,"[0, 0, 0]"
B - Wanted,6.98,145,8903,23115,439,3,6,Unknown,Finished,Not available,"['Comedy', 'Drama', 'Romance']",[],"Enue, Kei (Story & Art)",0,"[0, 0, 0]"
Atsui Hibi,6.98,1057,8904,8472,"2,063",3,1,4,Finished,"Mar  24, 1999 to Feb  9, 2002","['Drama', 'Romance']",[],"Midorikawa, Yuki (Story & Art)",1,"[1, 0, 0]"
Beast Harem,6.98,841,8905,8865,"1,935",4,3,13,Finished,"Mar  24, 2006 to May  24, 2007","['Drama', 'Romance']",[],"Doumoto, Nao (Story & Art)",0,"[0, 0, 0]"
Yagyuu Hichou: Kaze no Shou (Samurai Legend),6.98,704,8906,10827,"1,493",7,1,9,Finished,"Feb  25, 1992 to Jun  23, 1992",[],"['Historical', 'Samurai']","Taniguchi, Jiro (Art), Furuyama, Kan (Story)",2,"[2, 0, 0]"
Yume Tsukai,6.98,319,8907,11542,"1,366",15,6,36,Finished,"Jan  25, 2001 to Dec  25, 2003","['Fantasy', 'Horror', 'Mystery']",[],"Ueshiba, Riichi (Story & Art)",0,"[0, 0, 0]"
Anastasia Club,6.98,288,8908,16444,806,0,5,20,Finished,"Mar  26, 2001 to Feb  14, 2008","['Adventure', 'Drama', 'Mystery']",[],"Saitou, Chiho (Story & Art)",1,"[1, 0, 0]"
Gyakuten Saiban: Turnabout Crossover,6.98,463,8909,12876,"1,169",9,1,2,Finished,2005,"['Comedy', 'Mystery']","['Detective', 'Workplace']","Suekane, Kumiko (Art)",2,"[1, 1, 0]"
SM Hunter,6.98,135,8910,20225,567,11,10,Unknown,Finished,2005 to ?,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",[],"Na, You (Story & Art)",1,"[1, 0, 0]"
Akuma ga Hallelujah,6.98,2414,8911,4385,"4,398",6,1,4,Finished,"Mar  26, 2008",[],[],"Kikuchi, Kamaro (Story & Art)",2,"[1, 1, 0]"
Night Head Genesis,6.98,300,8912,13853,"1,056",8,3,23,Finished,"Jul  26, 2006 to Oct  25, 2008",[],[],"Higuri, You (Art), Iida, George (Story)",0,"[0, 0, 0]"
Silver,6.98,117,8913,24510,391,2,2,7,Finished,"Dec  13, 2004 to Jun  13, 2005","['Romance', 'Sci-Fi']",[],"Suetsugu, Yuki (Story & Art)",1,"[1, 0, 0]"
Akahime Ranshin,6.98,1817,8914,6104,"3,053",4,Unknown,1,Finished,"Jun  26, 2008",[],[],"Yamamoto, Nobuyo (Story & Art)",2,"[2, 0, 0]"
Koi yori Kiss yori Daikirai!!,6.98,150,8915,20934,531,0,3,Unknown,Finished,2002 to  2003,[],[],"Umezawa, Hana (Story & Art)",0,"[0, 0, 0]"
Yomogi Mochi Yaketa?,6.98,306,8916,15290,909,1,4,Unknown,Finished,"Apr  2008 to Dec  28, 2009",[],[],"Arai, Kiyoko (Story & Art)",1,"[1, 0, 0]"
Delinquent Lesson,6.98,756,8917,8629,"2,011",7,5,Unknown,Finished,2006 to  2007,"['Comedy', 'Romance']",[],"Yeon, Doo (Story), Kim, Ye Vin (Art)",1,"[0, 0, 1]"
Koi no Jitsuryoku Ai no Sainou,6.98,429,8918,16239,823,1,1,4,Finished,2008 to ?,[],[],"Ozaki, Ira (Story & Art)",0,"[0, 0, 0]"
Akikan!,6.98,133,8919,16305,817,4,10,53,On Hiatus,"May  24, 2007 to Mar  22, 2013","['Comedy', 'Romance']",[],"Suzuhira, Hiro (Art), Ranjou, Riku (Story)",1,"[1, 0, 0]"
