Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Oh! My Prince,7.00,178,8639,18797,647,0,3,Unknown,Finished,"Nov  6, 2007 to Apr  6, 2009","['Comedy', 'Romance']",[],"Mutou, Hiromu (Story & Art)",0,"[0, 0, 0]"
Tenshi no Tame no Shohousen.,7.00,310,8640,20445,556,2,1,6,Finished,"Aug  10, 2006","['Boys Love', 'Drama', 'Fantasy', 'Slice of Life']",[],"Mizuki, Kana (Story & Art)",0,"[0, 0, 0]"
Gwi,7.00,1172,8641,6380,"2,906",15,5,34,Finished,2006 to  2008,"['Action', 'Adventure']",[],"Kim, Young-Oh (Art), Ghun, Oh Rhe Bar (Story)",1,"[1, 0, 0]"
Rurou no Tabi (Wolf Man Wandering Swordsman),7.00,138,8642,23370,430,0,3,18,Finished,"Jan  7, 2005 to Mar  2006","['Adventure', 'Fantasy', 'Supernatural']",[],"Kitsutsuki, Shinki (Story & Art)",1,"[1, 0, 0]"
Rakuen no Izumi,7.00,124,8643,22588,460,0,1,6,Finished,"Aug  1, 2008","['Action', 'Boys Love', 'Fantasy', 'Sci-Fi']",[],"Inariya, Fusanosuke (Story & Art)",0,"[0, 0, 0]"
Nabi,7.00,187,8644,14739,960,10,Unknown,Unknown,Publishing,"Oct  25, 2006 to ?","['Action', 'Drama', 'Romance']",[],"Kim, Yeon-Joo (Story & Art)",0,"[0, 0, 0]"
Kabocha no Bouken (Adventure of Kabocha),7.00,497,8645,10423,"1,576",9,1,17,Finished,"2003 to Jun  27, 2007",[],[],"Igarashi, Daisuke (Story & Art)",1,"[1, 0, 0]"
Miru Fleurs,7.00,200,8646,21010,528,5,3,15,Finished,1997 to  1998,[],[],"Akimoto, Nami (Story & Art)",2,"[2, 0, 0]"
Shibatte Agemasu,7.00,132,8647,20744,542,1,1,5,Finished,2008 to ?,[],[],"Saijou, Ayano (Story & Art)",0,"[0, 0, 0]"
Kidou Senshi Gundam F91,7.00,110,8648,23830,415,2,1,10,Finished,1991,[],[],"Inoue, Daisuke (Story & Art)",0,"[0, 0, 0]"
Kirakira 100% (Sparkle Sparkle 100%),7.00,193,8649,19336,616,1,9,Unknown,Finished,2003 to ?,[],[],"Mizusawa, Megumi (Story & Art)",0,"[0, 0, 0]"
Togabito to Melody,7.00,622,8650,11643,"1,347",1,1,5,Finished,"Jun  5, 2001 to May  20, 2010",[],[],"Morie, Satoshi (Story & Art)",0,"[0, 0, 0]"
Sekai Saikyou no Kouei: Meikyuukoku no Shinjin Tansakusha (The World's Strongest Rearguard: Labyrinth Country's Novice Seeker),7.00,306,8733,10987,"1,461",14,Unknown,Unknown,Publishing,"Nov  10, 2017 to ?","['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","Akatsuki, Touwa (Story), Kazabana, Huuka (Art)",2,"[2, 0, 0]"
Mahou Shoujo no Kareinaru Yosei (The Life After Retirement of Magical Girls),7.00,211,8734,15896,853,4,3,39,Finished,"Sep  19, 2015 to Nov  19, 2018","['Comedy', 'Fantasy']",[],"Haruse, Hiroki (Story & Art)",0,"[0, 0, 0]"
Asoko de Hataraku Musubu-san,7.00,2595,8735,1799,"10,564",47,Unknown,Unknown,Publishing,"Nov  10, 2017 to ?",[],[],"Mori, Taishi (Story & Art)",5,"[5, 0, 0]"
Hoshi no Suna: Ameno Sayaka Tanpenshuu,7.00,169,8736,26377,335,0,1,5,Finished,"Jul  25, 2015 to Oct  25, 2016",[],[],"Ameno, Sayaka (Story & Art)",0,"[0, 0, 0]"
Noise,7.00,377,8737,11230,"1,418",3,3,23,Finished,"Dec  6, 2017 to Jan  22, 2020","['Mystery', 'Suspense']",[],"Tsutsui, Tetsuya (Story & Art)",1,"[1, 0, 0]"
"Kitto Ai dakara, Iranai (Your love perhaps isn't needed for me.)",7.00,120,8738,17965,697,0,8,49,Finished,"Nov  20, 2017 to Nov  5, 2019","['Drama', 'Romance']",[],"Minase, Ai (Story & Art)",0,"[0, 0, 0]"
Years,7.01,120,8509,30962,230,1,Unknown,1,Finished,"Nov  24, 2016","['Drama', 'Slice of Life']",[],Nisei (Story & Art),0,"[0, 0, 0]"
Kanojo ga Suki na Mono wa Homo de Atte Boku dewa Nai,7.00,686,8739,10011,"1,666",22,3,13,Finished,"Jan  29, 2019 to Mar  3, 2020",[],[],"Hirahara, Akira (Art), Asahara, Naoto (Story)",6,"[4, 2, 0]"
Midara na Ao-chan wa Benkyou ga Dekinai: Otona-hen,7.00,233,8740,10991,"1,459",3,3,16,Finished,"Jan  17, 2019 to Apr  17, 2020","['Comedy', 'Romance', 'Ecchi']",[],"Kawahara, Ren (Story & Art)",0,"[0, 0, 0]"
Bimyou ni Yasashii Ijimekko,7.00,244,8741,15603,880,7,10,142,Finished,"Aug  22, 2018 to Apr  30, 2021","['Comedy', 'Slice of Life']",[],Mosco (Story & Art),0,"[0, 0, 0]"
Dallae,7.00,141,8742,26074,344,9,Unknown,25,Finished,"Apr  3, 2017 to Jun  10, 2018","['Girls Love', 'Supernatural']",[],Choonae (Story & Art),0,"[0, 0, 0]"
Sekai no Owari to Majo no Koi (A Witch's Love at the End of the World),7.00,607,8743,8027,"2,207",8,3,13,Finished,"Oct  25, 2018 to Aug  28, 2020","['Fantasy', 'Girls Love', 'Romance']",[],KUJIRA (Story & Art),1,"[1, 0, 0]"
Peach Love,7.00,345,8744,13428,"1,101",10,Unknown,65,Finished,"Oct  21, 2015 to Apr  2, 2018",[],"['Delinquents', 'School']",Fujoking (Story & Art),0,"[0, 0, 0]"
"Meccha Shoukan sareta Ken the Comic (Oversummoned, Overpowered, and Over It!)",7.00,1877,8745,3375,"5,878",47,Unknown,Unknown,Publishing,"Jul  30, 2020 to ?","['Adventure', 'Fantasy']","['Isekai', 'Vampire']","Mukojima, Kamome (Art), Saitousa (Story)",2,"[2, 0, 0]"
Broken Melody,7.00,107,8746,26639,328,8,Unknown,89,Finished,"Apr  7, 2018 to Feb  22, 2020","['Drama', 'Romance']","['Music', 'Psychological']",Ijae (Story & Art),1,"[1, 0, 0]"
Isekai Kenkokuki (Different World Foundation),6.99,199,8747,15243,914,3,Unknown,Unknown,Publishing,"Aug  30, 2017 to ?",[],[],"Runa (Art), Sakuragi, Sakura (Story)",0,"[0, 0, 0]"
Potion-danomi de Ikinobimasu! (I Shall Survive Using Potions!),6.99,1928,8748,2999,"6,576",60,9,51,Finished,"Jun  7, 2017 to Nov  15, 2021",[],"['Isekai', 'Reincarnation']","FUNA (Story), Kokonoe, Hibiki (Art)",3,"[2, 1, 0]"
Ootani-san Chi no Tenshi-sama,6.99,229,8749,17964,697,2,3,25,Finished,"Mar  7, 2016 to Nov  6, 2017","['Comedy', 'Slice of Life', 'Supernatural']",[],"Torino, Kiri (Story & Art)",0,"[0, 0, 0]"
Kagakuteki ni Sonzai shiuru Creature Musume no Kansatsu Nisshi (Creature Girls: A Hands-On Field Journal in Another World),6.99,583,8750,6984,"2,613",35,Unknown,Unknown,Publishing,"Feb  7, 2017 to ?","['Action', 'Comedy', 'Fantasy', 'Supernatural', 'Ecchi']",[],KAKERU (Story & Art),6,"[3, 1, 2]"
Mangaka to Yakuza (The Artist and the Beast),6.99,1018,8751,7470,"2,418",29,5,31,Finished,"Aug  7, 2015 to Mar  1, 2020","['Comedy', 'Romance']",[],Coda (Story & Art),1,"[0, 1, 0]"
Mono,6.99,149,8752,15495,890,12,Unknown,Unknown,Publishing,"Mar  16, 2017 to ?",[],[],Afro (Story & Art),1,"[1, 0, 0]"
Yoru no Kagi (The Sign of Abyss),6.99,428,8753,12059,"1,285",14,5,52,Finished,"Feb  13, 2018 to Jun  12, 2020","['Drama', 'Fantasy']",[],"Takamura, Maya (Story & Art)",1,"[0, 1, 0]"
Mahoutsukai no Konyakusha (Fiancée of the Wizard),6.99,1641,8754,4875,"3,928",15,4,25,Finished,"Aug  3, 2017 to Jan  30, 2020","['Fantasy', 'Romance']",[],"Nakamura, Shuri (Story), Kazuka, Masaki (Art)",2,"[0, 2, 0]"
Ganbare! Memeko-chan,6.99,133,8755,26951,319,4,4,67,Finished,"Sep  18, 2004 to Apr  19, 2010","['Comedy', 'Romance', 'Slice of Life']",[],Munko (Story & Art),0,"[0, 0, 0]"
Tate no Yuusha no Toaru Ichinichi,6.99,443,8756,10277,"1,609",11,3,23,Finished,"Sep  27, 2018 to Jun  27, 2020","['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",[],"Aneko, Yusagi (Story), Akagashi (Art)",2,"[2, 0, 0]"
Fairy Tail: City Hero,6.99,784,8757,7591,"2,370",10,4,46,Finished,"Oct  26, 2018 to Nov  22, 2019","['Action', 'Adventure', 'Comedy']",[],"Andou, Ushio (Story & Art)",0,"[0, 0, 0]"
Inaka ni Kaeru to Yakeni Natsuita Kasshoku Ponytail Shota ga Iru (A Vacation With the Ponytailed Tanning Boy),6.99,575,8758,11031,"1,450",11,4,40,Finished,"Oct  26, 2018 to Jun  25, 2021",[],[],Bimita (Story & Art),1,"[1, 0, 0]"
Wota⇄Doru: Oshi ga Watashi de Watashi ga Oshi de (Star⇄Crossed!!),6.99,703,8759,7683,"2,335",24,4,17,Finished,"Jun  13, 2019 to Sep  12, 2020","['Comedy', 'Romance', 'Supernatural']",[],Junko (Story & Art),1,"[0, 1, 0]"
Yuri Hyakkei (A Hundred Scenes of Girls Love),6.99,295,8760,16845,777,3,2,18,Finished,"Mar  23, 2017 to Mar  22, 2018","['Girls Love', 'Slice of Life']",[],Hachiko (Story & Art),1,"[1, 0, 0]"
Onizuka-chan to Sawarida-kun (Ms. Onizuka & Mr. Sawarida),6.99,4891,8761,1830,"10,381",17,2,53,Finished,"Oct  21, 2019 to May  21, 2021","['Comedy', 'Romance', 'Supernatural']","['Mythology', 'School']","Nakahara, Kaihei (Story & Art)",3,"[1, 1, 1]"
Tate no Yuusha no Oshinagaki (The Menu of the Shield Hero),6.99,241,8762,12612,"1,208",8,Unknown,Unknown,Publishing,"Aug  21, 2019 to ?","['Adventure', 'Comedy', 'Fantasy', 'Gourmet', 'Slice of Life']",[],"Aneko, Yusagi (Story), Akano, Amamichi (Art)",0,"[0, 0, 0]"
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,6.99,112,8763,17427,732,9,Unknown,Unknown,Publishing,"Aug  2, 2019 to ?",[],[],"Okazawa, Rokujuuyon (Story), Sage Joh (Art)",0,"[0, 0, 0]"
Rekishi ni Nokoru Akujo ni Naru zo: Akuyaku Reijou ni Naru hodo Ouji no Dekiai wa Kasoku suru you desu!,6.99,693,8764,6342,"2,926",14,Unknown,Unknown,Publishing,"May  5, 2020 to ?","['Comedy', 'Fantasy', 'Romance']",[],"Hoshi, Akari (Art), Ookido, Izumi (Story)",2,"[2, 0, 0]"
Nina wa Papa wo Ansatsu Shita (Nina Is Plotting Daddy's Death),6.99,259,8765,14403,997,6,3,21,Finished,"Nov  1, 2020 to Jul  2, 2022",[],[],"Shimazaki, Mujirushi (Story), Kitora (Art)",0,"[0, 0, 0]"
"Tenkou-saki no Seiso Karen na Bishoujo ga, Mukashi Danshi to Omotte Issho ni Asonda Osananajimi Datta Ken",6.99,116,8766,17034,760,10,Unknown,Unknown,Publishing,"Feb  27, 2021 to ?","['Comedy', 'Romance']",[],"Shirakomiso (Art), Hibari, Yu (Story)",0,"[0, 0, 0]"
Hatsukoi Lollipop,6.99,718,8819,9844,"1,706",1,1,6,Finished,"Oct  12, 2013 to Jan  11, 2014","['Comedy', 'Romance']",[],"Matsumoto, Kaori (Story & Art)",1,"[1, 0, 0]"
Otome Mania!!,6.99,146,8820,20198,569,7,2,13,Finished,"Aug  22, 2014 to Sep  23, 2015","['Comedy', 'Romance']",[],"Tsukigase, Yurino (Story & Art)",1,"[1, 0, 0]"
Monte Carlo no Ame (The Rain in Monte Carlo),6.99,363,8821,18075,690,0,Unknown,1,Finished,"Nov  25, 2014",[],[],"Kumota, Haruko (Story & Art)",0,"[0, 0, 0]"
Isekai Maou to Shoukan Shoujo no Dorei Majutsu (How NOT to Summon a Demon Lord),6.99,9452,8822,531,"31,605",191,Unknown,Unknown,Publishing,"Jun  24, 2015 to ?","['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Isekai']","Murasaki, Yukiya (Story), Fukuda, Naoto (Art)",2,"[1, 1, 0]"
Witch Hunt,6.99,1002,8823,7775,"2,298",12,Unknown,88,Finished,"May  10, 2014 to Jan  9, 2016","['Fantasy', 'Supernatural']",[],"Park, So (Story & Art)",4,"[3, 1, 0]"
Lv999 no Murabito (The villagers of level 999),6.99,470,8824,7984,"2,222",17,8,54,Finished,"Apr  30, 2016 to Jan  25, 2019",[],[],"Fuumi (Art), Hoshizuki, Koneko (Story)",0,"[0, 0, 0]"
Chiisana Majo no Collier (Little Witch's Collier),6.99,158,8825,18919,640,3,3,17,Finished,"Aug  17, 2013 to Nov  18, 2014","['Comedy', 'Fantasy']",[],Chinoku (Story & Art),3,"[2, 1, 0]"
"Kyutto Musunde, Suki",6.99,192,8826,18909,641,14,3,18,Finished,"Mar  4, 2017 to Nov  20, 2017","['Drama', 'Romance']",[],"Umezawa, Marina (Story & Art)",0,"[0, 0, 0]"
Koi no Choujikuuhou (Super Dimensional Love Gun),6.99,715,8827,8248,"2,134",37,1,14,Finished,"Jun  1, 2015","['Avant Garde', 'Horror', 'Ecchi']",[],"Kago, Shintarou (Story & Art)",3,"[2, 0, 1]"
Amadare no Koro,6.99,219,8828,20703,543,7,1,6,Finished,"Oct  19, 2014 to Mar  8, 2015","['Boys Love', 'Drama', 'Slice of Life']",[],"Momoko, Suika (Story & Art)",0,"[0, 0, 0]"
Cosmic Color,6.99,1133,8767,7821,"2,282",3,1,4,Finished,"Jun  13, 2013 to Sep  13, 2013",[],[],"Yomoto, Shimako (Story & Art)",1,"[0, 1, 0]"
Toukou Tochuu no Deaigashira no Guuzen Kiss wa Ariuru ka? Jikken,6.99,341,8768,14879,947,8,1,Unknown,Finished,"Apr  30, 2012","['Comedy', 'Horror']",[],"Kago, Shintarou (Story & Art)",1,"[1, 0, 0]"
Ginga Patrol Jaco (Jaco the Galactic Patrolman),6.99,6054,8769,1825,"10,412",84,1,12,Finished,"Jul  13, 2013 to Sep  30, 2013","['Action', 'Comedy', 'Sci-Fi']",[],"Toriyama, Akira (Story & Art)",8,"[8, 0, 0]"
Kantai Collection: Shimakaze Tsumujikaze no Shoujo,6.99,381,8770,12519,"1,224",13,3,24,Finished,"Dec  27, 2013 to Feb  27, 2016","['Action', 'Sci-Fi', 'Ecchi']",[],"Yamazaki, Kazuma (Story & Art)",0,"[0, 0, 0]"
Ningen Deshita (I Was Human),6.99,407,8771,15441,895,3,1,8,Finished,"Dec  24, 2013 to Apr  1, 2014","['Drama', 'Romance', 'Slice of Life']",[],"Nakagawa, Yuukei (Story), Kikonomi (Art)",2,"[1, 1, 0]"
Wanko Number One (Man's Bestest Friend),6.99,608,8772,11627,"1,351",12,4,44,Finished,"Dec  9, 2013 to Jan  26, 2015","['Comedy', 'Romance', 'Slice of Life']",[],"Tamakoshi, Hiroyuki (Story & Art)",2,"[1, 1, 0]"
Katsute Kami Datta Kemono-tachi e (To the Abandoned Sacred Beasts),6.99,1593,8773,1947,"9,730",38,15,89,Finished,"Jun  9, 2014 to Jun  9, 2023",[],[],Maybe (Story & Art),1,"[1, 0, 0]"
"Ore to Hero to Mahou Shoujo (I, Superhero and Magical Girl)",6.99,372,8774,9336,"1,819",4,7,46,Finished,"Jun  12, 2014 to Jan  17, 2019","['Comedy', 'Fantasy']",[],"Kudan, Sogou (Story & Art)",3,"[3, 0, 0]"
Oujisama no Riyuu (The Reason He Is a Prince),6.99,518,8775,14284,"1,011",1,1,5,Finished,"Jun  7, 2014 to Jan  7, 2019",[],[],"Natsume, Isaku (Story & Art)",0,"[0, 0, 0]"
Kamen Teacher Black,6.99,187,8776,17424,733,1,5,47,Finished,"Apr  25, 2013 to Oct  16, 2014","['Action', 'Comedy']",[],"Fujisawa, Tooru (Story & Art)",0,"[0, 0, 0]"
Shirobako: Introduction,6.99,455,8777,11314,"1,405",4,1,5,Finished,"Jan  27, 2015","['Comedy', 'Slice of Life']",[],"Itou, Michiko (Story), Tanaka, Hajime (Story), Yoshinari, Ikuko (Story), TAMA (Story)",0,"[0, 0, 0]"
My Love Tiger,6.99,1139,8778,4567,"4,216",32,Unknown,Unknown,Publishing,"Jul  5, 2014 to ?","['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",[],"Yoon, Jae Ho (Art), Carnel (Story)",2,"[0, 1, 1]"
"Zantei, Koibito",6.99,890,8829,10188,"1,628",0,1,5,Finished,Not available,[],[],"Akiba, Touko (Story & Art)",0,"[0, 0, 0]"
Otokonoko wa Hachimitsu (Honey Prince),6.99,862,8830,10057,"1,658",2,1,5,Finished,2008,[],[],"Sakurada, Hina (Story & Art)",0,"[0, 0, 0]"
Watashi no Ouchi wa Honya-san,6.99,146,8831,19092,631,3,8,43,Finished,"Jan  22, 2010 to Jun  22, 2013","['Comedy', 'Ecchi']",[],"Yokoyama, Tomoo (Story & Art)",0,"[0, 0, 0]"
Ways of the Jogang Jicheo,6.99,526,8832,13604,"1,084",6,12,53,Finished,"Apr  1, 2009 to Jun  10, 2009","['Comedy', 'Romance']",[],"Han, Yu-Rang (Story & Art)",1,"[0, 1, 0]"
Fetish Berry,6.99,941,8833,5882,"3,178",11,5,26,Finished,"May  15, 2010 to Sep  15, 2012","['Comedy', 'Romance']",[],"Aki, Arata (Story & Art)",2,"[1, 0, 1]"
Star Driver,6.99,142,8834,15743,866,3,3,25,Finished,"Sep  3, 2010 to Dec  2, 2011",[],[],None,0,"[0, 0, 0]"
Genshiken: Return of the Otaku,6.99,152,8835,16539,799,10,1,7,Finished,"Jan  23, 2008","['Comedy', 'Supernatural']",[],"Kio, Shimoku (Art)",1,"[0, 1, 0]"
Kare ga Cafe ni Iru no nara,6.99,333,8836,17681,715,0,1,5,Finished,Not available,[],[],"Washio, Mie (Story & Art)",0,"[0, 0, 0]"
Tetsudou Shoujo Manga (Maiden Railways),6.99,334,8837,13586,"1,086",4,1,7,Finished,"Aug  28, 2008 to Jun  30, 2010",[],[],"Nakamura, Asumiko (Story & Art)",0,"[0, 0, 0]"
Hell Hell,6.99,212,8838,17973,697,10,5,20,Finished,"Aug  12, 2010 to Mar  12, 2012","['Action', 'Supernatural']",[],"Azuma, Jun (Story & Art)",0,"[0, 0, 0]"
Kokoro no Kanashimi,6.99,684,8839,9141,"1,865",22,1,12,Finished,"Jun  25, 1998 to Oct  25, 2001",[],[],Nishioka Kyoudai (Story & Art),2,"[2, 0, 0]"
Last Exile: Ginyoku no Fam,6.99,156,8840,17761,710,1,3,16,Finished,"Jul  4, 2011 to Oct  4, 2012","['Action', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",[],"Gonzo (Story), Miyamoto, Roba (Art)",0,"[0, 0, 0]"
Gekkou Chou,6.99,242,8841,21959,488,2,1,4,Finished,"Mar  11, 2011",[],[],"Mocoyama, Jin (Story & Art)",0,"[0, 0, 0]"
Yoshiwara Hana Oboro,6.99,1658,8842,4754,"4,039",10,3,13,Finished,"Jul  23, 2011 to Sep  24, 2012",[],"['Historical', 'Time Travel']","Otonaka, Sawaki (Story & Art)",3,"[2, 1, 0]"
Mousou Cinderella,6.99,316,8843,17258,744,0,1,6,Finished,"Sep  3, 2007 to Dec  18, 2008",[],[],"Murata, Mayu (Story & Art)",0,"[0, 0, 0]"
Makai Ishi Mephisto (Doctor Mephistopheles),6.99,320,8844,12003,"1,292",14,3,13,Finished,"Jul  15, 2011 to Feb  14, 2015","['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']",[],"Kikuchi, Hideyuki (Story), Shimotsuki, Kairi (Art)",1,"[1, 0, 0]"
Kurenai no Ookami to Ashikase no Hitsuji,6.99,641,8845,8485,"2,055",21,4,15,Finished,"Dec  3, 2011 to Feb  4, 2013","['Action', 'Fantasy', 'Supernatural']",[],"Kishimoto, Seishi (Story & Art)",1,"[1, 0, 0]"
Asa Chun!,6.99,1305,8846,6873,"2,665",5,1,4,Finished,"Jun  10, 2009 to Feb  10, 2010","['Comedy', 'Romance']",[],"Hanaya, En (Story & Art)",2,"[2, 0, 0]"
Reijou to Playboy,6.99,425,8847,17454,730,2,1,1,Finished,Apr  2009,[],[],"Hanatsu, Yoshiko (Art), Rogers, Shirley (Story)",1,"[1, 0, 0]"
Comic☆Hoshi Shinichi,6.99,117,8848,15575,883,3,Unknown,Unknown,Publishing,"Aug  6, 2001 to ?","['Mystery', 'Sci-Fi', 'Supernatural']",[],"Shimura, Takako (Art), Kitoh, Mohiro (Art), Oda, Hideji (Art), Iwaoka, Hisae (Art), Ishiguro, Masakazu (Art), Teshirogi, Shiori (Art), Kawaguchi, Madoka (Art), Tsurumaki, Kazuya (Art), Oshimi, Shuuzou (Art), Imamura, Youko (Art), KUJIRA (Art), Kiki (Art), Watanabe, Peko (Art), Nanamaki, Kanako (Art), Shirai, Yumiko (Art), Abe, Jun (Art), Dowman, Sayman (Art), Aoki, Tomo (Art), Asada, Nikki (Art), Aoki, Toshinao (Art), Nishimura, Tsuchika (Art), Suzuki, Shiho (Art), Hikochi, Sakuya (Art), Sudou, Masumi (Art), Arita, Kei (Story & Art)",0,"[0, 0, 0]"
Nice Guy Syndrome,6.99,315,8849,13781,"1,065",1,11,Unknown,Finished,2011 to ?,"['Comedy', 'Romance']","['Crossdressing', 'School']","Hwang, Mi Ri (Story & Art)",0,"[0, 0, 0]"
Sekai no Hate no Sougen de,6.99,442,8850,16601,795,0,Unknown,1,Finished,"Feb  10, 2012","['Drama', 'Romance']",[],"Ishihara, Keiko (Story & Art)",0,"[0, 0, 0]"
Duction Man,6.99,311,8851,13653,"1,078",1,4,38,Finished,2009 to  2011,"['Drama', 'Romance']",[],"Inokuma, Shinobu (Story & Art)",0,"[0, 0, 0]"
Hira Hira,6.99,259,8852,20322,562,0,1,4,Finished,2007,"['Drama', 'Romance']",[],"Ame, Arare (Story & Art)",1,"[1, 0, 0]"
Kimi ni Happiness (Happiness for You.),6.99,4827,8853,1888,"9,983",24,1,5,Finished,"Dec  13, 2011 to Mar  13, 2012","['Comedy', 'Romance', 'Slice of Life']",[],"Ichinose, Ruka (Story & Art)",3,"[2, 1, 0]"
Hajimari no Natsu,6.99,1662,8854,5477,"3,448",4,1,5,Finished,"Sep  28, 2010 to Aug  11, 2011",[],[],"Ichinose, Ruka (Story & Art)",0,"[0, 0, 0]"
Pet wa Binyanshi.,6.99,147,8855,24438,394,0,1,6,Finished,"May  15, 2010 to Dec  4, 2010",[],[],"Miyake, Madoka (Story & Art)",0,"[0, 0, 0]"
Alice Binetsu 38°C - We are Tsubasagaoka D.C.,6.99,192,8856,17695,714,2,4,Unknown,Finished,Not available,[],[],"Cocoro, Ayumi (Story & Art)",0,"[0, 0, 0]"
Aiki-S,6.99,1937,8857,3630,"5,411",19,9,61,Finished,"Jan  19, 2013 to Jan  16, 2018","['Action', 'Adventure', 'Comedy', 'Ecchi']",[],ISUTOSHI (Story & Art),1,"[1, 0, 0]"
Kyou wa Kaisha Yasumimasu.,6.99,726,8858,4801,"3,991",11,13,51,Finished,"Nov  28, 2011 to Jan  28, 2017",[],[],"Fujimura, Mari (Story & Art)",1,"[1, 0, 0]"
Stravaganza: Isai no Hime (Stravaganza: The Queen in the Iron Mask),6.99,1892,8859,2962,"6,652",41,7,44,Finished,"Jun  15, 2012 to Jun  15, 2018","['Adventure', 'Drama', 'Fantasy']",[],"Tomi, Akihito (Story & Art)",3,"[3, 0, 0]"
Love Celeb,6.99,6810,8779,1518,"12,579",182,7,38,Finished,"May  1, 2004 to  2006",[],[],"Shinjou, Mayu (Story & Art)",10,"[3, 4, 3]"
Maison de Beauties,6.99,550,8780,12730,"1,191",0,3,15,Finished,"Dec  13, 2000 to Feb  13, 2002","['Drama', 'Romance']",[],"Mizushiro, Setona (Story & Art)",1,"[1, 0, 0]"
XS Hybrid,6.99,489,8781,9575,"1,761",13,5,35,Finished,2003 to ?,"['Action', 'Adventure', 'Sci-Fi']",[],"Song, Ji-Hyung (Story & Art)",0,"[0, 0, 0]"
Romantic Beauty,6.99,1672,8782,6215,"2,989",6,1,5,Finished,2006,[],[],"Doumoto, Nao (Story & Art)",0,"[0, 0, 0]"
Digimon Tamers,6.99,537,8783,10458,"1,569",17,4,30,Finished,2002 to  2004,"['Adventure', 'Fantasy']",[],"Yu, Yuen Wong (Story & Art)",0,"[0, 0, 0]"
Tsuki ni Ookami,6.99,436,8784,15460,894,4,1,7,Finished,Not available,"['Boys Love', 'Fantasy', 'Supernatural']",[],"Kamei, Yogorouta (Story & Art)",0,"[0, 0, 0]"
Hello Baby,6.99,5040,8785,2210,"8,724",53,Unknown,1,Finished,"Nov  2, 2007","['Action', 'Drama']",[],"Obata, Takeshi (Art), Morita, Masanori (Story)",6,"[3, 3, 0]"
Pink♥♥Innocent,6.99,994,8786,8663,"2,000",18,3,10,Finished,2007,"['Comedy', 'Romance']",[],"Momoyuki, Kotori (Story & Art)",0,"[0, 0, 0]"
Seikon no Qwaser (The Qwaser of Stigmata),6.99,3896,8787,1462,"13,047",161,24,119,Finished,"Aug  19, 2006 to Jul  19, 2016","['Action', 'Supernatural', 'Ecchi']","['Harem', 'School']","Satou, Kenetsu (Art), Yoshino, Hiroyuki (Story)",9,"[4, 2, 3]"
Shite Wagamama H,6.99,654,8788,10610,"1,536",2,1,5,Finished,2004 to ?,[],[],"Yuuhi, Ryuu (Story & Art), Minami, Kanan (Story & Art), Toda, Megumi (Story & Art), Hoshino, Masami (Story & Art), Toriyama, Miki (Story & Art), Atsuta, Kotobuki (Story & Art)",0,"[0, 0, 0]"
Haa Haa,6.99,1009,8789,9352,"1,815",5,3,13,Finished,1996,"['Comedy', 'Romance', 'Ecchi']",[],"Yoshihara, Yuki (Story & Art)",1,"[1, 0, 0]"
Dramatic Love Album,6.99,1902,8790,5867,"3,190",7,Unknown,1,Finished,2002,"['Comedy', 'Romance']",[],"Nakamura, Yoshiki (Story & Art)",1,"[1, 0, 0]"
Misty Boy,6.99,330,8791,19252,621,2,1,4,Finished,"Nov  8, 2000 to  2001",[],[],"Ikeno, Koi (Story & Art)",0,"[0, 0, 0]"
Otona no Mondai,6.99,342,8792,17929,699,6,1,5,Finished,1998,"['Boys Love', 'Comedy', 'Drama']",[],"Ima, Ichiko (Story & Art)",0,"[0, 0, 0]"
Hokuto no Ken - Raoh Gaiden (Fist of the North Star: The Conquering King of the Heavens - Raoh's Story),6.99,320,8793,13884,"1,053",5,5,42,Finished,"Mar  10, 2006 to Mar  2, 2007",[],[],"Osada, Yu-Ko (Story & Art)",0,"[0, 0, 0]"
Shiranai Kuni no Monogatari (A Tale of an Unknown Country),6.99,146,8794,20609,547,0,3,Unknown,Finished,2002 to  2003,"['Fantasy', 'Romance']",[],"Kawase, Natsuna (Story & Art)",0,"[0, 0, 0]"
Koibana!: Koiseyo Hanabi,6.99,3258,8795,1983,"9,529",23,10,70,Finished,"Aug  20, 2007 to Nov  5, 2010",[],[],"Nanaji, Nagamu (Story & Art)",7,"[2, 2, 3]"
Ryouko no Shinrei Jikenbo,6.99,363,8796,15589,881,2,4,16,Finished,1988 to  1991,"['Drama', 'Horror', 'Mystery', 'Romance', 'Sci-Fi']",[],"Shinohara, Chie (Story & Art)",0,"[0, 0, 0]"
Di Gi Charat Theater: Dejiko's Summer Vacation,6.99,220,8797,20674,544,0,1,15,Finished,Not available,[],[],Koge-Donbo* (Story),1,"[1, 0, 0]"
