Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Genres,Author,Recommended,Mixed Feelings,Not Recommended,Release date,Completed date
Billy Bat,8.48,16032,159,253,61296,2077,20,165,Finished,"['Drama', 'Mystery', 'Supernatural']","['Urasawa Naoki', 'Nagasaki Takashi']",17,0,2,2008-10-16,2016-08-18
blanc (Classmates: blanc),8.48,2873,160,2538,7707,163,2,12,Finished,"['Boys Love', 'Drama', 'Slice of Life']",['Nakamura Asumiko'],1,1,0,2018-02-28,2020-09-16
Kami nomi zo Shiru Sekai,8.47,56116,163,117,108640,9217,26,271,Finished,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",['Wakaki Tamiki'],34,2,1,2008-04-09,2014-04-23
Dungeon Meshi (Delicious in Dungeon),8.47,15520,164,265,58272,2726,14,28,Finished,"['Comedy', 'Fantasy', 'Gourmet']",['Kui Ryoko'],27,2,0,2014-02-15,2023-09-15
JoJo no Kimyou na Bouken Part 8: JoJolion,8.47,67511,165,75,144389,7693,27,110,Finished,"['Action', 'Adventure', 'Award Winning', 'Mystery', 'Supernatural']",['Araki Hirohiko'],52,6,2,2011-05-19,2021-08-19
Hinamatsuri,8.47,17106,166,296,52749,2020,19,117,Finished,"['Comedy', 'Supernatural']",['Ohtake Masao'],20,2,1,2010-06-15,2020-07-15
Yuukoku no Moriarty (Moriarty the Patriot),8.46,8621,168,494,33769,2054,4,28,Publishing,"['Mystery', 'Suspense']","['Takeuchi Ryousuke', 'Miyoshi Hikaru']",6,2,1,2016-08-04,2023-12-11
Mo Dao Zu Shi (Grandmaster of Demonic Cultivation: Mo Dao Zu Shi),8.46,3745,170,1641,11667,609,4,260,Finished,"['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']","['Mo Xiang Tong Xiu', 'Luo Di Cheng Qiu']",1,1,0,2017-12-08,2022-10-26
Umineko no Naku Koro ni Chiru,8.46,996,171,5358,3527,176,7,28,Finished,"['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']","['Ryukishi07', 'Tomohi']",0,0,0,2012-07-13,2018-09-30
Bungou Stray Dogs (Bungo Stray Dogs),8.45,2390,173,1826,10409,1410,4,28,Publishing,"['Mystery', 'Supernatural']","['Asagiri Kafka', 'Harukawa35', 'Ganjii', 'Iwahata Hiro']",0,1,0,2014-04-01,2023-12-11
No Game No Life,8.45,15131,174,261,59072,2351,4,28,Publishing,"['Comedy', 'Fantasy', 'Ecchi']",['Kamiya Yuu'],4,0,0,2012-04-25,2023-12-11
Ookami to Koushinryou (Spice & Wolf),8.45,13372,176,410,40089,2104,16,108,Finished,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Koume Keito', 'Hasekura Isuna']",9,0,0,2007-09-27,2017-12-27
Here U Are,8.45,13153,177,645,26728,1383,4,156,Finished,"['Boys Love', 'Drama', 'Slice of Life']",['D Jun'],10,1,0,2017-11-22,2020-12-15
Who Made Me a Princess,8.45,22749,178,331,47786,2784,9,125,Finished,"['Comedy', 'Fantasy', 'Romance']","['Plutus', 'Spoon']",22,6,2,2017-12-20,2022-04-30
Kage no Jitsuryokusha ni Naritakute! (The Eminence in Shadow),8.44,5784,179,831,21051,1153,4,28,Publishing,"['Action', 'Comedy', 'Fantasy']","['Touzai', 'Aizawa Daisuke']",4,2,0,2018-11-05,2023-12-11
Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),8.44,22918,180,186,78938,3882,4,28,Publishing,"['Comedy', 'Romance']",['Tsubaki Izumi'],11,0,1,2011-08-25,2023-12-11
Adachi to Shimamura (Adachi and Shimamura),8.44,2201,181,1956,9661,522,4,28,Publishing,"['Girls Love', 'Slice of Life']","['Iruma Hitoma', 'Ousaka Nozomi']",13,1,0,2012-10-10,2023-12-11
21st Century Boys,8.44,45349,182,157,87435,860,2,16,Finished,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",['Urasawa Naoki'],4,2,1,2006-12-25,2007-07-14
Barakamon,8.44,11605,185,408,40392,1417,20,150,Finished,"['Comedy', 'Slice of Life']",['Yoshino Satsuki'],5,0,0,2008-02-22,2023-07-12
Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch (Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch),8.43,5574,187,1571,12219,256,6,26,Finished,"['Drama', 'Horror', 'Mystery', 'Supernatural']","['Ryukishi07', 'Momoyama Hinase']",2,0,1,2010-11-18,2012-11-17
Omniscient Reader,8.43,41667,190,138,96397,4786,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['sing N song', 'Sleepy-C']",21,0,2,2020-05-26,2023-12-11
Youjo Senki (The Saga of Tanya the Evil),8.43,4926,191,767,22592,931,4,28,Publishing,"['Action', 'Fantasy']","['Shinotsuki Shinobu', 'Zen Carlo']",5,0,3,2013-10-31,2023-12-11
Mugen no Juunin (Blade of the Immortal),8.43,18328,192,185,79218,2967,30,207,Finished,"['Action', 'Adventure', 'Drama', 'Supernatural']",['Samura Hiroaki'],21,0,0,1993-06-25,2012-12-25
Tobaku Mokushiroku Kaiji (Gambling Apocalypse Kaiji),8.42,5375,193,924,19049,473,13,158,Finished,"['Award Winning', 'Drama']",['Fukumoto Nobuyuki'],3,0,0,1996-02-10,1999-07-26
Toaru Majutsu no Index (A Certain Magical Index),8.42,9502,195,569,29717,1870,22,133,Finished,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']","['Kamachi Kazuma', 'Haimura Kiyotaka']",5,0,0,2004-04-10,2010-10-10
Hirano to Kagiura (Hirano and Kagiura),8.42,2442,196,2230,8657,370,4,28,Publishing,"['Boys Love', 'Slice of Life']",['Harusono Shou'],4,0,0,2019-03-15,2023-12-11
The Boxer,8.42,16557,197,496,33684,1393,4,123,Finished,"['Drama', 'Sports']",['Jeong Ji-Hoon'],25,2,0,2019-12-04,2022-05-04
Kusuriya no Hitorigoto (The Apothecary Diaries),8.42,1188,199,3040,6466,210,4,28,Publishing,"['Drama', 'Mystery']","['Hyuuga Natsu', 'Shino Touko']",0,0,0,2014-08-29,2023-12-11
Dragon Ball,8.41,94718,200,65,155353,14288,42,520,Finished,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Toriyama Akira'],35,4,0,1984-11-20,1995-05-23
Nodame Cantabile,8.41,9221,201,643,26798,878,25,150,Finished,"['Award Winning', 'Comedy', 'Romance', 'Slice of Life']",['Ninomiya Tomoko'],13,1,0,2001-07-10,2010-08-25
Kuroshitsuji (Black Butler),8.41,62754,203,62,156271,16260,4,28,Publishing,"['Action', 'Fantasy', 'Mystery', 'Supernatural']",['Toboso Yana'],30,1,1,2006-09-16,2023-12-11
Basara,8.4,6170,206,747,23063,881,27,112,Finished,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",['Tamura Yumi'],15,2,0,1990-08-11,1998-05-13
Shiori Experience: Jimi na Watashi to Hen na Ojisan,8.4,3274,207,987,17852,591,4,28,Publishing,"['Comedy', 'Supernatural']","['Osada Yu-Ko', 'Machida Kazuya']",9,1,0,2013-10-25,2023-12-11
Mahoutsukai no Yoru (Witch on the Holy Night),8.4,568,209,4220,4602,126,1,8,Finished,"['Mystery', 'Supernatural']",['Nasu Kinoko'],4,0,0,2012-04-12,2023-12-11
No.6,8.4,5232,210,844,20835,993,9,43,Finished,"['Action', 'Mystery', 'Sci-Fi']",['Asano Atsuko'],4,0,0,2003-10-10,2011-06-14
Kaichou wa  (Maid-sama!),8.39,80519,214,58,160974,9327,18,98,Finished,"['Comedy', 'Romance']",['Fujiwara Hiro'],33,6,2,2005-12-24,2013-09-24
My Girl,8.39,10226,215,528,31798,759,5,44,Finished,"['Drama', 'Slice of Life']",['Yumeka Sumomo'],11,1,0,2006-06-02,2010-09-03
The Breaker,8.39,68849,216,77,140713,6200,10,72,Finished,"['Action', 'Comedy', 'Drama']","['Park Jin-Hwan', 'Jeon Geuk-jin']",27,3,1,2007-06-01,2010-07-20
Tensei shitara Slime Datta Ken (That Time I Got Reincarnated as a Slime),8.39,52134,217,91,125936,5990,4,28,Publishing,"['Award Winning', 'Fantasy']","['Kawakami Taiki', 'Fuse']",13,2,1,2015-03-26,2023-12-11
Noragami (Noragami: Stray God),8.39,60383,218,43,178245,12012,4,28,Publishing,"['Action', 'Fantasy']",['Adachitoka'],34,2,1,2010-12-06,2023-12-11
Imawa no Kuni no Alice (Alice in Borderland),8.39,26443,219,191,77179,3294,18,87,Finished,"['Action', 'Horror', 'Supernatural']",['Aso Haro'],35,4,1,2010-11-25,2016-03-02
Kimi no Na wa. (Your Name.),8.39,33594,223,162,86135,1541,3,9,Finished,"['Drama', 'Supernatural']","['Shinkai Makoto', 'Kotone Ranmaru']",5,3,2,2016-05-27,2017-01-27
"Kumo desu ga, Nani ka? (So I'm a Spider, So What?)",8.38,9658,224,677,25430,1791,16,384,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Kiryuu Tsukasa', 'Baba Okina']",19,3,0,2015-12-10,2022-01-08
xxxHOLiC,8.37,31907,231,178,81671,5016,19,213,Finished,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",['CLAMP'],16,2,2,2003-02-24,2011-02-09
Kiseijuu (Parasyte),8.38,47283,225,130,100422,4349,10,64,Finished,"['Action', 'Award Winning', 'Horror', 'Sci-Fi']",['Iwaaki Hitoshi'],24,3,1,1989-11-22,1995-12-23
Bakuman. (Bakuman。),8.38,81537,226,47,171637,11072,20,176,Finished,"['Comedy', 'Drama', 'Romance']","['Obata Takeshi', 'Ohba Tsugumi']",59,4,1,2008-08-11,2012-04-23
Tower of God,8.38,76964,228,42,181450,12179,4,28,Publishing,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",['SIU'],49,8,18,2010-07-05,2023-12-11
The Legend of the Northern Blade,8.38,11119,229,593,28799,880,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Woogack', 'Hae Min']",8,1,0,2019-12-31,2023-12-11
Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,8.38,3021,230,1509,12666,333,1,8,Finished,"['Adventure', 'Romance']","['Kusanagi Mizuho', 'Fujitani Touko']",0,0,0,2015-03-20,2023-12-11
Cardcaptor Sakura,8.37,30841,232,246,62380,3852,12,50,Finished,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy', 'Romance']",['CLAMP'],13,1,0,1996-05-02,2000-07-03
SKET Dance,8.37,11769,233,522,31985,1452,32,288,Finished,"['Award Winning', 'Comedy', 'Drama']",['Shinohara Kenta'],16,0,0,2007-07-14,2013-07-08
Shadows House,8.37,9023,236,429,38370,1567,4,28,Publishing,"['Fantasy', 'Mystery']",['Soumatou'],9,0,0,2018-09-06,2023-12-11
Kyoukaisenjou no Horizon,8.37,702,237,3339,5949,155,29,872,Finished,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']","['Kawakami Minoru', 'Satoyasu']",1,0,0,2008-09-10,2018-12-07
Boku dake ga Inai Machi (Erased),8.37,39155,238,161,86176,3311,9,49,Finished,"['Mystery', 'Supernatural']",['Sanbe Kei'],27,3,0,2012-06-04,2016-11-04
The Breaker: New Waves,8.36,50704,239,149,91870,4294,20,203,Finished,"['Action', 'Comedy', 'Drama', 'Romance']","['Park Jin-Hwan', 'Jeon Geuk-jin']",18,3,1,2010-10-08,2015-05-08
Ballroom e Youkoso (Welcome to the Ballroom),8.36,11874,240,422,38930,1269,4,28,Publishing,"['Comedy', 'Drama', 'Romance', 'Sports']",['Takeuchi Tomo'],9,0,0,2011-11-05,2023-12-11
Azumanga Daioh,8.36,24268,241,305,51191,3412,4,69,Finished,"['Comedy', 'Slice of Life']",['Azuma Kiyohiko'],17,2,0,1999-01-18,2002-03-21
Black Jack,8.36,6020,243,795,21911,846,25,243,Finished,"['Award Winning', 'Drama']",['Tezuka Osamu'],4,0,0,1973-11-19,1983-10-14
Wotaku ni Koi wa Muzukashii (Wotakoi: Love Is Hard for Otaku),8.36,46162,244,85,130353,6098,11,105,Finished,"['Comedy', 'Romance']",['Fujita'],25,2,0,2015-04-30,2021-07-16
SQ: Begin W/Your Name!,8.36,22724,245,252,61324,2361,1,9,Finished,"['Comedy', 'Girls Love', 'Slice of Life']",['Tanjiu'],14,1,0,2015-10-05,2023-12-11
Konjiki no Gash!! (Zatch Bell!),8.35,13507,247,544,31300,2078,33,323,Finished,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Supernatural']",['Raiku Makoto'],11,1,1,2001-01-10,2007-12-26
Kanata kara (From Far Away),8.35,5764,248,1178,15387,689,14,57,Finished,"['Adventure', 'Award Winning', 'Fantasy', 'Romance']",['Hikawa Kyouko'],12,2,0,1991-09-24,2003-01-24
Homunculus,8.35,45425,249,89,128167,6734,15,166,Finished,"['Drama', 'Horror', 'Mystery', 'Supernatural']",['Yamamoto Hideo'],40,9,2,2003-03-17,2011-02-21
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch (Umineko WHEN THEY CRY Episode 3: Banquet of the Golden Witch),8.35,7225,252,1272,14596,238,5,22,Finished,"['Drama', 'Horror', 'Mystery']","['Natsumi Kei', 'Ryukishi07']",5,0,1,2009-09-19,2011-06-22
Machida-kun no Sekai (The world of Machida-kun),8.35,11524,254,606,28364,851,7,28,Finished,"['Award Winning', 'Romance']",['Andou Yuki'],13,2,1,2013-06-13,2018-04-13
Harukaze no Étranger (Seaside Stranger: Harukaze no Etranger),8.35,6077,255,864,20268,923,4,28,Publishing,"['Boys Love', 'Slice of Life']",['Kii Kanna'],5,3,0,2014-07-25,2023-12-11
Fate/strange Fake,8.35,2023,256,2040,9316,395,4,28,Publishing,"['Action', 'Fantasy', 'Supernatural']","['Narita Ryohgo', 'Morii Shizuki']",4,0,0,2015-01-10,2023-12-11
The Greatest Estate Developer,8.35,5538,258,1368,13770,503,4,28,Publishing,"['Adventure', 'Fantasy']","['Moon Back-kyung', 'Kim Hyunsoo']",6,1,1,2021-07-30,2023-12-11
"Natsu e no Tunnel, Sayonara no Deguchi (The Tunnel to Summer, the Exit of Goodbyes)",8.35,996,257,4043,4850,138,1,6,Finished,"['Drama', 'Mystery', 'Sci-Fi']","['Hachimoku Mei', 'Kukka']",2,0,1,2019-07-18,2023-12-11
Gin no Saji (Silver Spoon),8.34,14869,259,404,40482,1551,15,131,Finished,"['Award Winning', 'Comedy', 'Drama']",['Arakawa Hiromu'],11,1,0,2011-04-06,2019-11-27
Youjo Senki (The Saga of Tanya the Evil),8.34,7103,261,654,26356,865,4,28,Publishing,"['Action', 'Fantasy']","['Toujou Chika', 'Zen Carlo']",4,0,0,2016-04-26,2023-12-11
Mairimashita! Iruma-kun (Welcome to Demon School! Iruma-kun),8.34,22137,262,287,55002,3208,4,28,Publishing,"['Comedy', 'Fantasy']",['Nishi Osamu'],11,1,0,2017-03-02,2023-12-11
Touch,8.34,5032,263,1482,12890,468,26,257,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance', 'Sports']",['Adachi Mitsuru'],2,0,0,1981-08-05,1986-11-12
Hoshi no Samidare (Lucifer and the Biscuit Hammer),8.34,21987,265,272,57486,3230,10,65,Finished,"['Action', 'Supernatural', 'Suspense']",['Mizukami Satoshi'],21,1,0,2005-06-30,2010-08-30
Mushishi Tokubetsu-hen: Hihamukage,8.34,1280,269,3542,5555,17,1,2,Finished,"['Fantasy', 'Mystery', 'Supernatural']",['Urushibara Yuki'],1,0,0,2013-11-25,2013-12-25
Kieta Hatsukoi (My Love Mix-Up!),8.34,4671,270,1180,15371,701,9,39,Finished,"['Award Winning', 'Boys Love', 'Comedy', 'Romance']","['Aruko', 'Hinekure Wataru']",10,1,0,2019-06-13,2022-06-13
Naruto Shinden Series (Naruto: Itachi's Story),8.33,4209,271,1685,11310,295,3,11,Finished,"['Action', 'Adventure', 'Fantasy']","['Kishimoto Masashi', 'Yano Takashi', 'Towada Shin']",4,2,0,2015-09-04,2015-11-04
Watashi no Oshi wa Akuyaku Reijou.: Revolution (I'm in Love with the Villainess),8.33,1236,272,4827,3971,252,4,28,Publishing,"['Comedy', 'Fantasy', 'Girls Love']","['Inori.', 'Hanagata']",4,0,0,2021-12-18,2023-12-11
Ookami Kodomo no Ame to Yuki (Wolf Children: Ame & Yuki),8.33,10410,273,716,24056,543,3,16,Finished,"['Drama', 'Fantasy', 'Romance', 'Slice of Life']","['Hosoda Mamoru', 'Yuu']",3,0,0,2012-04-04,2013-08-03
Lovely★Complex (Love★Com),8.33,27290,274,247,62195,2795,17,68,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance']",['Nakahara Aya'],19,4,1,2001-08-13,2007-08-13
Gakuen Alice,8.33,20357,275,391,41898,3185,31,183,Finished,"['Comedy', 'Drama']",['Higuchi Tachibana'],46,3,1,2002-09-05,2013-06-20
Mars,8.33,14962,276,484,34275,2004,15,59,Finished,"['Drama', 'Romance']",['Souryo Fuyumi'],36,3,0,1996-01-13,2000-11-13
Durarara!!,8.34,6059,267,648,26576,971,13,89,Finished,"['Action', 'Drama', 'Romance', 'Supernatural']","['Narita Ryohgo', 'Yasuda Suzuhito']",2,1,0,2004-04-10,2014-01-10
Shin Angyo Onshi (Blade of the Phantom Master),8.32,9990,277,482,34279,1233,17,76,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']","['Yoon In-Wan', 'Yang Kyung-il']",8,0,0,2001-03-19,2007-08-18
Full Metal Panic! Sigma,8.32,5160,278,1620,11805,455,19,90,Finished,"['Action', 'Romance']","['Gatou Shouji', 'Ueda Hiroshi']",6,0,0,2005-04-09,2013-09-09
Piano no Mori (Forest of Piano),8.32,4572,279,1205,15201,370,26,242,Finished,"['Award Winning', 'Drama']",['Isshiki Makoto'],4,0,0,1998-08-05,2015-11-05
Fumetsu no Anata e (To Your Eternity),8.32,30306,284,129,100492,4026,4,28,Publishing,"['Adventure', 'Award Winning', 'Drama', 'Supernatural']",['Ooima Yoshitoki'],28,6,4,2016-11-09,2023-12-11
Shousetsu Kimi no Na wa. (Your Name.),8.31,2668,286,3024,6512,128,1,8,Finished,"['Drama', 'Supernatural']",['Shinkai Makoto'],1,1,1,2016-06-18,2023-12-11
Teito Seihai Kitan: Fate/type Redline,8.31,3652,287,1558,12374,622,4,28,Publishing,"['Action', 'Comedy', 'Fantasy', 'Supernatural']","['Keikenchi', 'Hirano Ryouji']",6,0,0,2019-12-20,2023-12-11
Higurashi no Naku Koro ni Kai: Meakashi-hen (Higurashi WHEN THEY CRY: Eye Opening Arc),8.31,5758,288,1264,14683,344,4,21,Finished,"['Drama', 'Horror', 'Mystery']","['Houjou Yutori', 'Ryukishi07']",4,1,0,2006-06-26,2008-02-26
Boogiepop Series,8.31,1419,289,1772,10729,345,4,28,Publishing,"['Horror', 'Mystery']","['Kadono Kouhei', 'Ogata Kouji']",5,0,0,1998-02-10,2023-12-11
Sword Art Online: Progressive,8.31,6941,290,797,21842,784,4,28,Publishing,"['Action', 'Adventure', 'Fantasy', 'Romance']","['BUNBUN', 'Kawahara Reki']",10,1,0,2012-10-10,2023-12-11
Sakamichi no Apollon: Bonus Track,8.31,3182,291,3135,6282,36,1,5,Finished,"['Drama', 'Romance', 'Slice of Life']",['Kodama Yuki'],3,0,0,2012-03-28,2012-07-28
Orange,8.3,67869,293,68,153932,7070,7,38,Finished,"['Drama', 'Romance', 'Sci-Fi']",['Takano Ichigo'],71,6,7,2012-03-13,2022-04-08
Saiki Kusuo no Ψ-nan,8.3,10264,294,527,31836,862,26,290,Finished,"['Comedy', 'Supernatural']",['Asou Shuuichi'],2,1,0,2012-05-14,2018-07-26
Violet Evergarden Gaiden,8.3,740,295,5991,3113,50,1,6,Finished,"['Drama', 'Fantasy']","['Akatsuki Kana', 'Takase Akiko']",1,0,0,2018-03-23,2023-12-11
NHK ni Youkoso! (Welcome to the N.H.K.),8.3,1347,296,4401,4381,216,1,12,Finished,"['Comedy', 'Drama', 'Romance']",['Takimoto Tatsuhiko'],2,1,1,2002-01-28,2023-12-11
Bleach: Can't Fear Your Own World,8.3,2144,297,2849,6883,167,3,32,Finished,"['Action', 'Supernatural']","['Kubo Tite', 'Narita Ryohgo']",4,1,0,2017-08-04,2018-12-04
Tsubasa: RESERVoir CHRoNiCLE,8.3,36600,298,187,78686,6195,28,233,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy']",['CLAMP'],34,2,2,2003-05-21,2009-10-07
Kodomo no Omocha (Kodocha: Sana's Stage),8.3,10243,299,796,21892,1153,10,54,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",['Obana Miho'],14,1,0,1994-07-02,1998-10-03
Sora wa Akai Kawa no Hotori (Red River),8.3,8911,300,743,23113,1246,28,96,Finished,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",['Shinohara Chie'],28,5,4,1995-01-05,2002-06-05
Blame!,8.3,41942,301,72,147298,8266,10,66,Finished,"['Action', 'Drama', 'Horror', 'Sci-Fi']",['Nihei Tsutomu'],53,6,8,1997-01-25,2003-07-25
Hellsing,8.3,42586,302,145,93136,5729,10,92,Finished,"['Action', 'Horror', 'Supernatural']",['Hirano Kouta'],16,1,3,1997-04-30,2008-09-30
Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen (Higurashi WHEN THEY CRY: Atonement Arc),8.3,4732,303,1601,11937,229,4,16,Finished,"['Drama', 'Horror', 'Mystery']","['Suzuragi Karin', 'Ryukishi07']",2,0,0,2006-06-22,2008-04-22
Higurashi no Naku Koro ni Kai: Minagoroshi-hen (Higurashi WHEN THEY CRY: Massacre Arc),8.3,4221,305,1761,10792,205,6,25,Finished,"['Drama', 'Horror', 'Mystery']","['Ryukishi07', 'Momoyama Hinase']",1,0,0,2008-06-18,2010-06-18
Doukyuusei (Classmates),8.3,18264,306,433,38112,1433,1,6,Finished,"['Boys Love', 'Slice of Life']",['Nakamura Asumiko'],11,3,1,2006-07-25,2007-07-27
Love So Life,8.3,24773,307,263,58710,1836,17,111,Finished,"['Romance', 'Slice of Life']",['Kouchi Kaede'],27,1,1,2008-04-15,2015-07-18
 Series (Canis),8.3,2350,308,1865,10140,280,4,28,Publishing,"['Boys Love', 'Drama', 'Slice of Life']",['Ishie Hachi'],7,1,0,2012-06-28,2023-12-11
Chichi to Hige-Gorilla to Watashi,8.29,2608,310,2484,7844,154,7,97,Finished,"['Comedy', 'Slice of Life']",['Koike Sadaji'],4,0,0,2011-02-04,2018-11-05
Boy Meets Maria,8.29,10692,311,818,21316,1017,1,7,Finished,"['Boys Love', 'Drama']",['Eguchi Kousei'],14,3,2,2017-10-28,2018-08-28
D.Gray-man,8.29,62515,312,64,155737,12464,4,28,Publishing,"['Action', 'Adventure']",['Hoshino Katsura'],36,0,2,2004-05-31,2023-12-11
Paradise Kiss,8.29,20489,313,309,50490,2527,5,48,Finished,"['Drama', 'Romance']",['Yazawa Ai'],9,2,2,1999-03-23,2003-03-22
Claymore,8.29,84000,314,38,194637,13254,27,159,Finished,"['Action', 'Adventure', 'Fantasy', 'Horror']",['Yagi Norihiro'],75,14,2,2001-05-06,2014-10-04
Black Lagoon,8.29,15294,315,301,52252,2092,4,28,Publishing,"['Action', 'Drama']",['Hiroe Rei'],5,0,0,2002-04-19,2023-12-11
Tokyo Crazy Paradise,8.29,7148,316,971,18046,735,19,111,Finished,"['Action', 'Comedy', 'Drama', 'Romance']",['Nakamura Yoshiki'],17,2,1,1996-12-25,2002-04-25
Angel Densetsu,8.29,24110,317,285,55004,2214,15,89,Finished,"['Action', 'Comedy', 'Romance']",['Yagi Norihiro'],26,1,0,1992-05-07,2000-02-05
Meitantei Conan (Case Closed),8.29,28549,318,268,58122,5626,4,28,Publishing,"['Adventure', 'Award Winning', 'Comedy', 'Mystery']",['Aoyama Gosho'],11,3,0,1994-01-05,2023-12-11
Kimi ni Todoke (Kimi ni Todoke: From Me to You),8.29,44614,319,102,116664,5296,30,125,Finished,"['Award Winning', 'Romance', 'Slice of Life']",['Shiina Karuho'],33,2,1,2005-08-11,2017-11-13
Dengeki Daisy,8.29,50790,320,101,117016,7960,16,80,Finished,"['Comedy', 'Drama', 'Romance']",['Motomi Kyousuke'],63,9,4,2007-05-12,2013-12-24
Hana to Akuma,8.29,19405,321,367,43838,1658,10,60,Finished,"['Fantasy', 'Romance']",['Oto Hisamu'],39,4,2,2007-10-20,2010-11-20
Takemitsuzamurai,8.29,2344,322,1422,13362,351,8,84,Finished,"['Award Winning', 'Slice of Life']","['Matsumoto Taiyou', 'Eifuku Issei']",6,0,0,2006-08-07,2010-03-15
Gakuen Babysitters,8.29,7436,323,721,23969,740,4,28,Publishing,"['Comedy', 'Slice of Life']",['Tokeino Hari'],11,0,0,2009-09-24,2023-12-11
Shouwa Genroku Rakugo Shinjuu (Descending Stories: Showa Genroku Rakugo Shinju),8.28,1310,331,2294,8437,151,10,31,Finished,"['Award Winning', 'Drama']",['Kumota Haruko'],2,1,0,2010-03-25,2016-06-07
Hanazakari no Kimitachi e (Hana-Kimi: For You in Full Blossom),8.28,16921,324,463,35629,1930,23,148,Finished,"['Comedy', 'Drama', 'Romance']",['Nakajo Hisaya'],15,0,0,1996-08-20,2004-08-20
Planetes,8.28,16210,325,295,52761,1773,4,27,Finished,"['Award Winning', 'Drama', 'Sci-Fi', 'Slice of Life']",['Yukimura Makoto'],20,2,0,1999-01-14,2004-01-08
Hachimitsu to Clover (Honey and Clover),8.28,6151,326,749,23032,969,10,71,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",['Umino Chica'],7,1,1,2000-04-24,2006-07-28
Komatta Toki ni wa Hoshi ni Kike,8.28,2650,328,2487,7830,357,26,82,Finished,"['Boys Love', 'Comedy', 'Drama']",['Abe Miyuki'],9,1,0,1997-03-24,2005-05-20
Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun (A Certain Scientific Railgun),8.28,9793,329,605,28429,2531,4,28,Publishing,"['Action', 'Comedy', 'Sci-Fi']","['Kamachi Kazuma', 'Fuyukawa Motoi']",4,0,1,2007-02-21,2023-12-11
Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch (Umineko WHEN THEY CRY Episode 4: Alliance of the Golden Witch),8.28,6624,330,1397,13526,233,6,29,Finished,"['Drama', 'Horror', 'Mystery']","['Ryukishi07', 'Souichirou']",4,0,0,2009-10-01,2012-02-02
Jigokuraku (Hell's Paradise: Jigokuraku),8.28,60842,332,70,151658,6471,13,128,Finished,"['Action', 'Fantasy']",['Kaku Yuuji'],45,9,3,2018-01-22,2021-01-25
Kage no Jitsuryokusha ni Naritakute! (The Eminence in Shadow),8.28,24757,333,217,68199,2572,4,28,Publishing,"['Action', 'Comedy', 'Fantasy']","['Sakano Anri', 'Aizawa Daisuke']",14,3,0,2018-12-26,2023-12-11
